DDI-MedLine.d48.s0|6-22|Clostridium toxin|drug_n
DDI-DrugBank.d69.s3|30-39|Cerubidine|drug
DDI-DrugBank.d69.s4|49-60|methotrexate|drug
DDI-DrugBank.d197.s0|6-19|anticoagulants|group
DDI-DrugBank.d197.s2|6-16|sevoflurane|drug
DDI-DrugBank.d197.s2|19-28|isoflurane|drug
DDI-DrugBank.d197.s2|31-38|propofol|drug
DDI-DrugBank.d197.s2|41-50|alfentanil|drug
DDI-DrugBank.d197.s2|53-61|midazolam|drug
DDI-DrugBank.d197.s3|40-54|dexmedetomidine|drug
DDI-DrugBank.d197.s3|60-73|anticoagulants|group
DDI-DrugBank.d197.s3|76-92|antifungal agents|group
DDI-DrugBank.d197.s3|95-104|alfentanil|brand
DDI-DrugBank.d197.s3|111-124|anticoagulants|group
DDI-DrugBank.d197.s4|87-93|Precdex|brand
DDI-DrugBank.d197.s4|121-127|Precdex|brand
DDI-DrugBank.d197.s4|148-187|anesthetic, sedative, hypnotic or opioid|group
DDI-DrugBank.d181.s0|6-14|oxytocics|group
DDI-DrugBank.d181.s0|25-33|oxytocics|group
DDI-DrugBank.d181.s0|36-43|oxytocin|group
DDI-DrugBank.d181.s0|48-56|oxytocics|group
DDI-DrugBank.d168.s0|141-154|anticoagulants|group
DDI-DrugBank.d168.s0|157-173|antifungal agents|group
DDI-DrugBank.d168.s0|176-191|anticholinergics|group
DDI-DrugBank.d168.s0|219-242|anticholinergic activity|group
DDI-DrugBank.d168.s0|245-267|anticholinergic effects|group
DDI-DrugBank.d168.s0|338-351|antihistamines|group
DDI-DrugBank.d168.s0|415-428|antihistamines|group
DDI-DrugBank.d168.s0|460-474|anticholinergic|group
DDI-DrugBank.d168.s0|506-519|antihistamines|group
DDI-DrugBank.d19.s0|63-76|anticoagulants|group
DDI-DrugBank.d19.s0|182-198|antifungal agents|group
DDI-DrugBank.d19.s1|23-23| |drug
DDI-DrugBank.d19.s1|40-40| |drug
DDI-DrugBank.d19.s2|59-67|PHENYTOIN|drug
DDI-DrugBank.d19.s2|73-82|DISULFIRAM|drug
DDI-DrugBank.d19.s2|96-104|PHENYTOIN|drug
DDI-DrugBank.d19.s2|143-152|DISULFIRAM|drug
DDI-DrugBank.d19.s2|170-178|PHENYTOIN|drug
DDI-DrugBank.d19.s2|200-208|PHENYTOIN|drug
DDI-DrugBank.d19.s3|10-19|Disulfiram|drug
DDI-DrugBank.d19.s5|6-14|Increased|drug
DDI-DrugBank.d19.s5|16-21|Phenyo|drug
DDI-DrugBank.d19.s5|25-25| |drug
DDI-DrugBank.d19.s5|32-32| |drug
DDI-DrugBank.d19.s5|39-39| |drug
DDI-DrugBank.d19.s5|42-42| |drug
DDI-DrugBank.d19.s5|50-50| |drug
DDI-DrugBank.d19.s5|55-55| |drug
DDI-DrugBank.d19.s5|67-67| |drug
DDI-DrugBank.d19.s5|74-74| |drug
DDI-DrugBank.d19.s7|6-19|anticoagulants|group
DDI-DrugBank.d19.s7|57-65|isoniazid|drug
DDI-DrugBank.d19.s7|75-91|antifungal agents|group
DDI-DrugBank.d19.s7|129-138|disulfiram|drug
DDI-DrugBank.d19.s7|144-147|none|brand
DDI-DrugBank.d19.s8|9-18|disulfiram|drug
DDI-DrugBank.d19.s9|6-19|anticoagulants|group
DDI-DrugBank.d19.s9|21-37|antifungal agents|group
DDI-DrugBank.d19.s9|39-48|disulfiram|drug
DDI-DrugBank.d19.s9|50-59|n>nitrites|drug
DDI-DrugBank.d19.s9|61-74|n>nitrosamines|drug
DDI-DrugBank.d371.s0|65-74| TAXOTERE |drug
DDI-DrugBank.d371.s1|6-19|anticoagulants|group
DDI-DrugBank.d371.s1|21-27|aspirin|brand
DDI-DrugBank.d371.s1|29-45|antifungal agents|group
DDI-DrugBank.d371.s1|47-58|ketoconazole|brand
DDI-DrugBank.d371.s1|60-73|anticoagulants|group
DDI-DrugBank.d371.s1|75-91|antifungal agents|group
DDI-DrugBank.d371.s1|93-104|erythromycin|brand
DDI-DrugBank.d371.s1|106-116|terfenadine|brand
DDI-DrugBank.d371.s1|118-126|docetaxel|brand
DDI-DrugBank.d371.s1|128-141|anticoagulants|group
DDI-DrugBank.d371.s1|143-159|antifungal agents|group
DDI-DrugBank.d371.s1|161-174|troleandomycin|brand
DDI-DrugBank.d371.s2|78-85|TAXOTERE|drug
DDI-DrugBank.d367.s0|21-29|doxazosin|drug
DDI-DrugBank.d367.s1|6-23|doxazosin mesylate|drug
DDI-DrugBank.d367.s1|25-31|digoxin|drug
DDI-DrugBank.d367.s1|33-40|warfarin|drug
DDI-DrugBank.d367.s1|42-50|phenytoin|drug
DDI-DrugBank.d367.s1|52-63|indomethacin|drug
DDI-DrugBank.d367.s2|90-98|doxazosin|drug
DDI-DrugBank.d367.s3|6-23|Doxazosin mesylate|drug
DDI-DrugBank.d367.s3|82-92|interaction|drug
DDI-DrugBank.d367.s3|116-133|thiazide diuretics|group
DDI-DrugBank.d367.s3|136-155|beta-blocking agents|group
DDI-DrugBank.d367.s3|162-197|nonsteroidal anti-inflammatory drugs|group
DDI-DrugBank.d367.s4|6-19|anticoagulants|group
DDI-DrugBank.d367.s4|21-29|doxazosin|brand
DDI-DrugBank.d367.s4|31-47|antifungal agents|group
DDI-DrugBank.d367.s4|49-62|anticoagulants|group
DDI-DrugBank.d367.s4|64-73|cimetidine|brand
DDI-DrugBank.d367.s8|0-17|Doxazosin mesylate|drug
DDI-DrugBank.d367.s8|20-33|anticoagulants|group
DDI-DrugBank.d367.s8|36-52|antifungal agents|group
DDI-DrugBank.d367.s9|6-32|Analgesic/anti-inflammatory|group
DDI-DrugBank.d367.s9|41-53|acetaminophen|drug
DDI-DrugBank.d367.s9|56-62|aspirin|drug
DDI-DrugBank.d367.s9|125-71||drug
DDI-DrugBank.d367.s9|136-89||drug
DDI-DrugBank.d367.s11|27-38|eRYTHROMYCIN|drug
DDI-DrugBank.d367.s11|44-77|TRIMETHOPRIM AND SULFAMETHOXAZOLES|group
DDI-DrugBank.d367.s11|83-93|AMOXICILLIN|drug
DDI-DrugBank.d367.s13|6-19|Antihistamines|group
DDI-DrugBank.d367.s13|22-37|chlorpheniramine|drug
DDI-DrugBank.d367.s15|35-42|atenolol|drug
DDI-DrugBank.d367.s15|45-63|hydrochlorothiazide|drug
DDI-DrugBank.d367.s15|66-76|propranolol|drug
DDI-DrugBank.d367.s19|38-46| antacids|group
DDI-DrugBank.d367.s23|42-49|diazepam|drug
DDI-DrugBank.d367.s25|0-17|acetilsalicic acid|drug
DDI-DrugBank.d223.s0|69-91|debrisoquin hydroxylase|drug
DDI-DrugBank.d223.s2|9-33|tricyclic antidepressants|drug
DDI-DrugBank.d223.s3|169-193|tricyclic antidepressants|drug
DDI-DrugBank.d223.s4|6-19|anticoagulants|group
DDI-DrugBank.d223.s4|21-37|antifungal agents|group
DDI-DrugBank.d223.s5|54-78|tricyclic antidepressants|drug
DDI-DrugBank.d223.s5|141-154|anticoagulants|group
DDI-DrugBank.d223.s6|47-53| drugs |drug
DDI-DrugBank.d223.s6|68-88| cytochrome P450 2D6 |drug
DDI-DrugBank.d223.s6|135-142| enzyme |drug
DDI-DrugBank.d223.s7|6-15|cimetidine|drug
DDI-DrugBank.d223.s7|60-74|antidepressants|group
DDI-DrugBank.d223.s7|77-90|phenothiazines|group
DDI-DrugBank.d223.s7|101-123|Type 1C antiarrhythmics|group
DDI-DrugBank.d223.s7|125-135|propafenone|brand
DDI-DrugBank.d223.s7|141-150|flecainide|brand
DDI-DrugBank.d223.s8|69-78|citalopram|drug
DDI-DrugBank.d223.s8|81-92|escitalopram|drug
DDI-DrugBank.d223.s8|95-104|fluoxetine|drug
DDI-DrugBank.d223.s8|107-116|sertraline|drug
DDI-DrugBank.d223.s8|123-132|paroxetine|drug
DDI-DrugBank.d223.s10|69-82|anticoagulants|group
DDI-DrugBank.d223.s10|100-104|SSRIs|group
DDI-DrugBank.d223.s12|26-50|tricyclic antidepressants|drug
DDI-DrugBank.d223.s12|57-70|anticoagulants|group
DDI-DrugBank.d223.s12|135-158|tricyclic antidepressant|drug
DDI-DrugBank.d223.s12|173-186|anticoagulants|group
DDI-DrugBank.d223.s13|6-19|anticoagulants|group
DDI-DrugBank.d223.s13|21-37|antifungal agents|group
DDI-DrugBank.d223.s13|39-63|tricyclic antidepressants|group
DDI-DrugBank.d223.s13|65-88|tricyclic antidepressant|brand
DDI-DrugBank.d223.s14|6-8|TCA|group
DDI-DrugBank.d223.s14|35-37|TCA|group
DDI-DrugBank.d223.s14|116-123|P450 2D6|group
DDI-DrugBank.d223.s15|43-48|CYP2D6|drug
DDI-DrugBank.d223.s15|56-61|CYP1A2|drug
DDI-DrugBank.d223.s15|69-74|CYP3A4|drug
DDI-DrugBank.d223.s16|6-44|selective serotonin reuptake inhibitors|group
DDI-DrugBank.d223.s16|95-101|doxepin|drug
DDI-DrugBank.d223.s16|140-148|quinidine|drug
DDI-DrugBank.d223.s18|58-64|doxepin|drug
DDI-DrugBank.d223.s20|0-13|MAO inhibitors|drug
DDI-DrugBank.d223.s20|15-22|SINEQUAN|drug
DDI-DrugBank.d223.s21|6-19|MAO inhibitors|group
DDI-DrugBank.d223.s22|0-9|Cimetidine|drug
DDI-DrugBank.d223.s22|124-148|tricyclic antidepressants|drug
DDI-DrugBank.d223.s23|6-19|anticoagulants|group
DDI-DrugBank.d223.s23|21-37|antifungal agents|group
DDI-DrugBank.d223.s23|39-45|aspirin|brand
DDI-DrugBank.d223.s23|47-68|anticholinergic agents|group
DDI-DrugBank.d223.s23|70-84|antidepressants|group
DDI-DrugBank.d223.s23|86-110|tricyclic antidepressants|group
DDI-DrugBank.d223.s23|112-125|antihistamines|group
DDI-DrugBank.d223.s23|127-135|therapies|group
DDI-DrugBank.d223.s23|137-146|cimetidine|group
DDI-DrugBank.d223.s23|148-169|anticholinergic agents|group
DDI-DrugBank.d223.s23|171-185|antidepressants|group
DDI-DrugBank.d223.s23|187-211|tricyclic antidepressants|group
DDI-DrugBank.d223.s24|6-30|tricyclic antidepressants|group
DDI-DrugBank.d223.s24|32-41|cimetidine|brand
DDI-DrugBank.d223.s25|60-84|tricyclic antidepressants|drug
DDI-DrugBank.d223.s25|107-116|cimetidine|group
DDI-DrugBank.d223.s25|146-155|cimetidine|group
DDI-DrugBank.d223.s25|218-242|tricyclic antidepressants|drug
DDI-DrugBank.d223.s26|7-13|alcohol|drug
DDI-DrugBank.d223.s26|15-22|SINEQUAN|drug
DDI-DrugBank.d223.s27|9-15|alcohol|drug
DDI-DrugBank.d223.s28|9-18|Tolazamide|drug
DDI-DrugBank.d223.s28|22-28|Doxepin|drug
DDI-DrugBank.d44.s0|67-73|RAPTIVA|drug
DDI-DrugBank.d44.s1|27-32|should|drug
DDI-DrugBank.d44.s1|75-79|drugs|group
DDI-DrugBank.d44.s2|9-15|RAPTIVA|drug
DDI-DrugBank.d531.s0|0-8|Evafenrez|drug
DDI-DrugBank.d531.s0|43-48|CYP3A4|drug
DDI-DrugBank.d531.s1|118-124|SUSTIVA|brand
DDI-DrugBank.d531.s1|127-135|efavirenz|drug
DDI-DrugBank.d531.s2|49-57|efavirenz|drug
DDI-DrugBank.d531.s2|121-129|efavirenz|drug
DDI-DrugBank.d531.s3|27-35|efavirenz|drug
DDI-DrugBank.d531.s3|42-55|anticoagulants|group
DDI-DrugBank.d531.s3|61-77|antifungal agents|group
DDI-DrugBank.d531.s3|185-188|drug|drug
DDI-DrugBank.d531.s4|9-15|aspirin|drug
DDI-DrugBank.d531.s5|6-19|anticoagulants|group
DDI-DrugBank.d531.s5|21-27|aspirin|brand
DDI-DrugBank.d531.s5|29-42|anticoagulants|group
DDI-DrugBank.d531.s5|44-57|anticoagulants|group
DDI-DrugBank.d531.s5|59-72|anticoagulants|group
DDI-DrugBank.d531.s5|74-87|anticoagulants|group
DDI-DrugBank.d531.s5|89-102|anticoagulants|group
DDI-DrugBank.d531.s5|104-117|anticoagulants|group
DDI-DrugBank.d531.s5|119-132|anticoagulants|group
DDI-DrugBank.d531.s5|134-147|anticoagulants|group
DDI-DrugBank.d531.s5|149-162|anticoagulants|group
DDI-DrugBank.d531.s5|164-177|anticoagulants|group
DDI-DrugBank.d531.s5|179-192|anticoagulants|group
DDI-DrugBank.d531.s5|194-207|anticoagulants|group
DDI-DrugBank.d531.s5|209-222|anticoagulants|group
DDI-DrugBank.d531.s5|224-237|anticoagulants|group
DDI-DrugBank.d531.s5|239-252|anticoagulants|group
DDI-DrugBank.d531.s5|254-267|anticoagulants|group
DDI-DrugBank.d531.s5|269-282|anticoagulants|group
DDI-DrugBank.d531.s5|284-297|anticoagulants|group
DDI-DrugBank.d531.s5|299-312|anticoagulants|group
DDI-DrugBank.d531.s5|314-327|anticoagulants|group
DDI-DrugBank.d531.s5|329-342|anticoagulants|group
DDI-DrugBank.d531.s6|6-12|SUSTIVA|drug
DDI-DrugBank.d531.s8|13-22|Drug Class|group
DDI-DrugBank.d531.s9|56-62|SUSTIVA|brand
DDI-DrugBank.d531.s10|9-22|Antihistamines|group
DDI-DrugBank.d531.s10|28-42|Benzodiazepines|group
DDI-DrugBank.d531.s10|46-63|GI Motility Agents|group
DDI-DrugBank.d531.s10|67-79|Anti-Migraine|group
DDI-DrugBank.d531.s10|83-92|Antifungal|group
DDI-DrugBank.d531.s11|0-9|astemizole|drug
DDI-DrugBank.d531.s11|11-19|midazolam|drug
DDI-DrugBank.d531.s11|21-29|triazolam|drug
DDI-DrugBank.d531.s11|31-39|cisapride|drug
DDI-DrugBank.d531.s11|41-57|ergot derivatives|group
DDI-DrugBank.d531.s11|59-72|anticoagulants|group
DDI-DrugBank.d531.s11|74-90|antifungal agents|group
DDI-DrugBank.d531.s12|36-49|anticoagulants|group
DDI-DrugBank.d531.s14|4-12|Drug Name|drug
DDI-DrugBank.d531.s16|0-6|aspirin|drug
DDI-DrugBank.d531.s17|0-9|Atazanavir|drug
DDI-DrugBank.d531.s18|0-9|atazanavir|drug
DDI-DrugBank.d531.s19|9-15|SUSTIVA|drug
DDI-DrugBank.d531.s19|19-39|antiretroviral agents|group
DDI-DrugBank.d531.s19|43-51|ritonavir|drug
DDI-DrugBank.d531.s19|55-75|antiretroviral agents|group
DDI-DrugBank.d531.s19|79-88|atazanavir|drug
DDI-DrugBank.d531.s19|92-112|antiretroviral agents|group
DDI-DrugBank.d531.s20|6-12|SUSTIVA|brand
DDI-DrugBank.d531.s21|0-17|acetilsalicic acid|drug
DDI-DrugBank.d531.s21|19-32|anticoagulants|group
DDI-DrugBank.d531.s21|34-50|antifungal agents|group
DDI-DrugBank.d531.s21|52-58|aspirin|brand
DDI-DrugBank.d531.s22|4-12|Drug Name|drug
DDI-DrugBank.d531.s23|4-9|Effect|drug
DDI-DrugBank.d531.s24|4-21|acetilsalicic acid|drug
DDI-DrugBank.d531.s24|23-34|glutethimide|drug
DDI-DrugBank.d531.s24|36-42|aspirin|drug
DDI-DrugBank.d531.s24|44-48|xanax|drug
DDI-DrugBank.d531.s25|0-13|Clarithromycin|drug
DDI-DrugBank.d531.s27|42-48|SUSTIVA|drug
DDI-DrugBank.d531.s29|9-15|SUSTIVA|drug
DDI-DrugBank.d531.s29|19-32|clarithromycin|drug
DDI-DrugBank.d531.s30|6-12|SUSTIVA|brand
DDI-DrugBank.d531.s31|22-35|clarithromycin|drug
DDI-DrugBank.d531.s31|46-57|azithromycin|drug
DDI-DrugBank.d531.s32|45-55|antibiotics|group
DDI-DrugBank.d531.s32|69-77|macrolide|group
DDI-DrugBank.d531.s32|122-133|erythromycin|drug
DDI-DrugBank.d531.s32|178-184|SUSTIVA|brand
DDI-DrugBank.d531.s34|0-15|14-OH metabolite|drug
DDI-DrugBank.d531.s35|0-8|Indinavir|drug
DDI-DrugBank.d531.s36|0-8|indinavir|drug
DDI-DrugBank.d531.s37|9-17|indinavir|drug
DDI-DrugBank.d531.s37|21-27|SUSTIVA|group
DDI-DrugBank.d531.s38|6-19|anticoagulants|group
DDI-DrugBank.d531.s38|21-37|antifungal agents|group
DDI-DrugBank.d531.s38|39-45|SUSTIVA|brand
DDI-DrugBank.d531.s38|47-60|anticoagulants|group
DDI-DrugBank.d531.s38|62-70|indinavir|brand
DDI-DrugBank.d531.s39|5-13|indinavir|drug
DDI-DrugBank.d531.s39|37-43|1000 mg|drug
DDI-DrugBank.d531.s39|51-51|8|drug
DDI-DrugBank.d531.s39|75-81|SUSTIVA|brand
DDI-DrugBank.d531.s39|84-89|600 mg|drug
DDI-DrugBank.d531.s39|96-100|daily|drug
DDI-DrugBank.d531.s39|108-116|indinavir|drug
DDI-DrugBank.d531.s39|123-125|AUC|group
DDI-DrugBank.d531.s39|136-139|Cmin|group
DDI-DrugBank.d531.s39|176-181|33-46%|drug
DDI-DrugBank.d531.s39|187-192|39-57%|drug
DDI-DrugBank.d531.s39|226-234|indinavir|drug
DDI-DrugBank.d531.s39|237-242|800 mg|drug
DDI-DrugBank.d531.s39|250-250|8|drug
DDI-DrugBank.d531.s41|0-8|lopinavir|drug
DDI-DrugBank.d531.s42|9-17|Lopinavir|drug
DDI-DrugBank.d531.s42|21-29|Ritonavir|drug
DDI-DrugBank.d531.s42|33-39|SUSTIVA|drug
DDI-DrugBank.d531.s43|11-10||drug
DDI-DrugBank.d531.s44|30-38|methadone|drug
DDI-DrugBank.d531.s45|6-12|opiates|group
DDI-DrugBank.d531.s45|14-22|methadone|brand
DDI-DrugBank.d531.s46|32-40|Methadone|drug
DDI-DrugBank.d531.s47|6-12|opioids|group
DDI-DrugBank.d531.s48|0-16|Ethinyl estradiol|drug
DDI-DrugBank.d531.s49|0-16|ethinyl estradiol|drug
DDI-DrugBank.d531.s50|41-49|efavirenz|drug
DDI-DrugBank.d531.s51|0-6|aspirin|drug
DDI-DrugBank.d531.s52|43-51|efavirenz|drug
DDI-DrugBank.d531.s55|9-17|Rifabutin|drug
DDI-DrugBank.d531.s56|6-14|rifabutin|drug
DDI-DrugBank.d531.s57|10-9||drug
DDI-DrugBank.d531.s58|0-8|efavirenz|drug
DDI-DrugBank.d531.s59|0-8|efavirenz|drug
DDI-DrugBank.d531.s60|0-8|Ritonavir|drug
DDI-DrugBank.d531.s61|0-8|ritonavir|drug
DDI-DrugBank.d531.s62|10-30|acetyl salicylic acid|drug
DDI-DrugBank.d531.s62|35-51|clostridium toxin|drug
DDI-DrugBank.d531.s63|54-60|SUSTIVA|drug
DDI-DrugBank.d531.s64|0-8|efavirenz|drug
DDI-DrugBank.d531.s65|0-9|Saquinavir|drug
DDI-DrugBank.d531.s66|0-9|saquinavir|drug
DDI-DrugBank.d531.s67|0-6|SUSTIVA|drug
DDI-DrugBank.d531.s68|0-9|sertraline|drug
DDI-DrugBank.d531.s69|31-40|sertraline|drug
DDI-DrugBank.d531.s73|9-15|SUSTIVA|drug
DDI-DrugBank.d531.s74|31-39|Phenytoin|drug
DDI-DrugBank.d531.s74|45-57|Phenobarbital|drug
DDI-DrugBank.d531.s74|63-75|Carbamazepine|drug
DDI-DrugBank.d531.s75|34-48|anticonvulsants|group
DDI-DrugBank.d531.s75|57-65|efavirenz|drug
DDI-DrugBank.d531.s76|6-20|anticonvulsants|group
DDI-DrugBank.d531.s77|9-20|Antifungals:|group
DDI-DrugBank.d531.s77|24-35|Itraconazole|drug
DDI-DrugBank.d531.s77|39-50|Ketoconazole|drug
DDI-DrugBank.d531.s78|6-39|imidazole and triazole antifungals|group
DDI-DrugBank.d531.s78|41-47|SUSTIVA|brand
DDI-DrugBank.d531.s79|10-26|antifungal agents|group
DDI-DrugBank.d531.s79|31-37|SUSTIVA|brand
DDI-DrugBank.d531.s79|42-53|itraconazole|brand
DDI-DrugBank.d531.s79|58-69|ketoconazole|brand
DDI-DrugBank.d531.s80|36-45|saquinavir|drug
DDI-DrugBank.d531.s80|47-55|ritonavir|drug
DDI-DrugBank.d531.s82|0-9|Amprenavir|drug
DDI-DrugBank.d531.s83|6-19|anticoagulants|group
DDI-DrugBank.d531.s83|25-41|antifungal agents|group
DDI-DrugBank.d531.s83|111-117|SUSTIVA|brand
DDI-DrugBank.d531.s83|123-132|amprenavir|drug
DDI-DrugBank.d531.s85|0-48|No studies have been performed with other NNRTIs.|drug
DDI-DrugBank.d531.s86|0-14|St. John s wort|drug
DDI-DrugBank.d531.s86|17-36|Hypericum perforatum|drug
DDI-DrugBank.d531.s87|9-17|efavirenz|drug
DDI-DrugBank.d531.s87|21-27|SUSTIVA|drug
DDI-DrugBank.d531.s88|0-6|aspirin|drug
DDI-DrugBank.d531.s90|104-110|SUSTIVA|brand
DDI-DrugBank.d531.s90|113-121|efavirenz|drug
DDI-DrugBank.d531.s90|153-160|antacids|group
DDI-DrugBank.d531.s90|163-174|azithromycin|brand
DDI-DrugBank.d531.s90|177-190|antihistamines|group
DDI-DrugBank.d531.s90|193-206|anticoagulants|group
DDI-DrugBank.d531.s90|218-234|antifungal agents|group
DDI-DrugBank.d531.s90|247-256|cetirizine|brand
DDI-DrugBank.d531.s90|259-280|proton pump inhibitors|group
DDI-DrugBank.d531.s90|283-290|antacids|group
DDI-DrugBank.d531.s90|303-313|fluconazole|brand
DDI-DrugBank.d531.s90|316-325|antivirals|group
DDI-DrugBank.d531.s90|328-337|antivirals|group
DDI-DrugBank.d531.s90|350-371|proton pump inhibitors|group
DDI-DrugBank.d531.s90|374-381|antacids|group
DDI-DrugBank.d531.s90|394-403|lamivudine|brand
DDI-DrugBank.d531.s90|406-414|sedatives|group
DDI-DrugBank.d531.s90|417-425|sedatives|group
DDI-DrugBank.d531.s90|438-446|lorazepam|brand
DDI-DrugBank.d531.s90|449-467|protease inhibitors|group
DDI-DrugBank.d531.s90|470-488|protease inhibitors|group
DDI-DrugBank.d531.s90|501-510|nelfinavir|brand
DDI-DrugBank.d531.s91|6-15|lamivudine|drug
DDI-DrugBank.d531.s91|21-30|zidovudine|brand
DDI-DrugBank.d531.s91|36-40|NRTIs|group
DDI-DrugBank.d531.s91|46-52|SUSTIVA|drug
DDI-DrugBank.d107.s0|6-14|diuretics|group
DDI-DrugBank.d107.s0|45-53|diuretics|group
DDI-DrugBank.d107.s0|84-92|enalapril|drug
DDI-DrugBank.d107.s0|97-107|enalaprilat|drug
DDI-DrugBank.d107.s0|236-244|enalapril|drug
DDI-DrugBank.d107.s0|249-259|enalaprilat|drug
DDI-DrugBank.d107.s1|50-58|enalapril|drug
DDI-DrugBank.d107.s1|63-73|enalaprilat|drug
DDI-DrugBank.d107.s1|197-205|enalapril|drug
DDI-DrugBank.d107.s1|210-220|enalaprilat|drug
DDI-DrugBank.d107.s3|34-42|enalapril|drug
DDI-DrugBank.d107.s3|48-56|enalapril|drug
DDI-DrugBank.d107.s3|77-99|antihypertensive agents|group
DDI-DrugBank.d107.s3|133-141|diuretics|brand
DDI-DrugBank.d107.s4|184-192|enalapril|drug
DDI-DrugBank.d107.s6|6-17|indomethacin|drug
DDI-DrugBank.d107.s6|22-29|sulindac|drug
DDI-DrugBank.d107.s6|83-89|VASOTEC|brand
DDI-DrugBank.d107.s7|0-6|VASOTEC|drug
DDI-DrugBank.d107.s8|36-41|NSAIDs|group
DDI-DrugBank.d107.s8|87-100|ACE inhibitors|group
DDI-DrugBank.d107.s9|72-77|NSAIDs|drug
DDI-DrugBank.d107.s9|98-111|ACE inhibitors|group
DDI-DrugBank.d107.s10|9-29|Cardiovascular Agents|group
DDI-DrugBank.d107.s10|35-43|Enalapril|brand
DDI-DrugBank.d107.s10|49-57|Enalapril|brand
DDI-DrugBank.d107.s10|66-74|Enalapril|brand
DDI-DrugBank.d107.s10|79-99|Cardiovascular Agents|group
DDI-DrugBank.d107.s10|105-125|Cardiovascular Agents|group
DDI-DrugBank.d107.s10|131-151|Cardiovascular Agents|group
DDI-DrugBank.d107.s10|157-166|Methyldopa|brand
DDI-DrugBank.d107.s10|172-192|Cardiovascular Agents|group
DDI-DrugBank.d107.s10|198-218|Cardiovascular Agents|group
DDI-DrugBank.d107.s10|224-244|Cardiovascular Agents|group
DDI-DrugBank.d107.s10|250-270|Cardiovascular Agents|group
DDI-DrugBank.d107.s10|276-283|Nitrates|brand
DDI-DrugBank.d107.s10|289-309|Cardiovascular Agents|group
DDI-DrugBank.d107.s10|315-335|Cardiovascular Agents|group
DDI-DrugBank.d107.s10|341-361|Cardiovascular Agents|group
DDI-DrugBank.d107.s10|367-387|Cardiovascular Agents|group
DDI-DrugBank.d107.s10|393-413|Cardiovascular Agents|group
DDI-DrugBank.d107.s10|419-439|Cardiovascular Agents|group
DDI-DrugBank.d107.s10|445-465|Cardiovascular Agents|group
DDI-DrugBank.d107.s10|471-493|Calcium-blocking agents|brand
DDI-DrugBank.d107.s11|7-15|Enalapril|drug
DDI-DrugBank.d107.s11|53-61|digitalis|group
DDI-DrugBank.d107.s12|11-19|Enalapril|drug
DDI-DrugBank.d107.s12|23-31|Enalapril|drug
DDI-DrugBank.d107.s12|35-43|Enalapril|drug
DDI-DrugBank.d107.s12|47-55|Enalapril|drug
DDI-DrugBank.d107.s12|59-67|Enalapril|drug
DDI-DrugBank.d107.s13|6-32|potassium-sparing diuretics|group
DDI-DrugBank.d107.s13|41-54|spironolactone|drug
DDI-DrugBank.d107.s13|57-67|triamterene|drug
DDI-DrugBank.d107.s13|73-81|amiloride|drug
DDI-DrugBank.d107.s13|85-105|potassium supplements|group
DDI-DrugBank.d107.s13|111-147|potassium-containing salt substitutes|group
DDI-DrugBank.d107.s15|6-29|potassium sparing agents|group
DDI-DrugBank.d107.s15|101-109|enalapril|brand
DDI-DrugBank.d107.s16|96-111| ACE inhibitors.|group
DDI-DrugBank.d395.s2|9-16|Caffeine|drug
DDI-DrugBank.d395.s2|20-27|Enoxacin|drug
DDI-DrugBank.d395.s2|31-45|Methylxanthines|drug
DDI-DrugBank.d395.s3|6-13|enoxacin|drug
DDI-DrugBank.d395.s3|83-90|caffeine|drug
DDI-DrugBank.d395.s3|129-136|caffeine|drug
DDI-DrugBank.d395.s3|219-226|caffeine|drug
DDI-DrugBank.d395.s4|9-16|enoxacin|drug
DDI-DrugBank.d395.s5|6-19|anticoagulants|group
DDI-DrugBank.d395.s5|21-28|enoxacin|drug
DDI-DrugBank.d395.s5|30-46|antifungal agents|group
DDI-DrugBank.d395.s5|48-61|anticoagulants|group
DDI-DrugBank.d395.s5|63-79|antifungal agents|group
DDI-DrugBank.d395.s5|81-88|caffeine|drug
DDI-DrugBank.d395.s6|6-17|Cyclosporine|drug
DDI-DrugBank.d395.s6|45-56|cyclosporine|drug
DDI-DrugBank.d395.s6|101-112|cyclosporine|drug
DDI-DrugBank.d395.s6|140-148|quinolone|group
DDI-DrugBank.d395.s9|93-100|enoxacin|drug
DDI-DrugBank.d395.s9|156-163|fenbufen|drug
DDI-DrugBank.d395.s10|9-15|aspirin|drug
DDI-DrugBank.d395.s10|19-23|xanax|drug
DDI-DrugBank.d395.s12|9-18|Sucralfate|drug
DDI-DrugBank.d395.s12|24-31|antacids|drug
DDI-DrugBank.d395.s12|34-43|Quinolones|group
DDI-DrugBank.d395.s13|6-15|quinolones|group
DDI-DrugBank.d395.s13|22-29|antacids|group
DDI-DrugBank.d395.s13|42-48|calcium|group
DDI-DrugBank.d395.s13|51-59|magnesium|group
DDI-DrugBank.d395.s13|65-72|aluminum|group
DDI-DrugBank.d395.s14|0-10|sucral Fate|drug
DDI-DrugBank.d395.s15|6-19|valent cations|group
DDI-DrugBank.d395.s15|29-32|iron|brand
DDI-DrugBank.d395.s16|9-17|quinolone|drug
DDI-DrugBank.d395.s16|21-33|multivitamins|group
DDI-DrugBank.d395.s16|37-40|zinc|group
DDI-DrugBank.d395.s17|6-13|antacids|group
DDI-DrugBank.d395.s17|26-43|aluminum hydroxide|drug
