DDI-MedLine.d48.s0|79-107|Clostridium difficile toxin A|group
DDI-DrugBank.d302.s0|221-232|guanethidine|group
DDI-DrugBank.d302.s0|234-245|guanethidine|group
DDI-DrugBank.d302.s0|247-258|guanethidine|group
DDI-DrugBank.d302.s0|260-271|guanethidine|group
DDI-DrugBank.d302.s0|273-284|guanethidine|group
DDI-DrugBank.d302.s0|286-297|guanethidine|group
DDI-DrugBank.d302.s0|299-310|guanethidine|group
DDI-DrugBank.d302.s0|312-323|guanethidine|group
DDI-DrugBank.d186.s0|261-267|lithium|group
DDI-DrugBank.d186.s0|274-279|HALDOL|brand
DDI-DrugBank.d186.s0|282-287|HALDOL|brand
DDI-DrugBank.d186.s1|81-87|Lithium|group
DDI-DrugBank.d186.s1|93-98|HALDOL|brand
DDI-DrugBank.d186.s3|60-65|HALDOL|group
DDI-DrugBank.d186.s4|60-70|haloperidol|group
DDI-DrugBank.d186.s4|76-83|rifampin|group
DDI-DrugBank.d186.s4|93-103|haloperidol|group
DDI-DrugBank.d186.s6|62-69|rifampin|group
DDI-DrugBank.d186.s6|106-116|haloperidol|group
DDI-DrugBank.d514.s0|12-52|strong central nervous system depressants|group
DDI-DrugBank.d514.s3|12-26|benzodiazepines|group
DDI-DrugBank.d17.s3|0-19|antigout medications|drug
DDI-DrugBank.d17.s4|0-17|thiazide diuretics|drug
DDI-DrugBank.d17.s6|0-27|antihypertensive medications|drug
DDI-DrugBank.d17.s6|30-34|other|group
DDI-DrugBank.d17.s6|37-46|especially|group
DDI-DrugBank.d17.s6|48-56|diazoxide|group
DDI-DrugBank.d17.s6|59-60|or|group
DDI-DrugBank.d17.s6|62-96|preanesthetic and anesthetic agents|group
DDI-DrugBank.d17.s6|117-141|skeletal-muscle relaxants|group
DDI-DrugBank.d17.s6|144-158|nondepolarizing|group
DDI-DrugBank.d17.s11|0-17|Cardiac glycosides|group
DDI-DrugBank.d17.s13|0-9|Colestipol|drug
DDI-DrugBank.d17.s15|15-24|colestipol|group
DDI-DrugBank.d17.s15|57-66|colestipol|group
DDI-DrugBank.d17.s16|57-64|glucagon|group
DDI-DrugBank.d17.s16|70-92|glucose-lowering agents|drug
DDI-DrugBank.d17.s16|100-106|insulin|group
DDI-DrugBank.d17.s16|112-119|glucagon|group
DDI-DrugBank.d17.s17|0-17|thiazide diuretics|drug
DDI-DrugBank.d17.s19|0-6|insulin|drug
DDI-DrugBank.d17.s21|0-17|thiazide diuretics|drug
DDI-DrugBank.d17.s26|16-33|hydroflumethiazide|group
DDI-DrugBank.d17.s26|182-189|diuretic|drug
DDI-DrugBank.d17.s28|0-8|thiazides|drug
DDI-DrugBank.d17.s33|56-70|serum magnesium|group
DDI-DrugBank.d17.s33|171-176|Iodine|drug
DDI-DrugBank.d418.s0|60-67|Cyanokit|group
DDI-DrugBank.d308.s0|27-35|hydrazine|group
DDI-DrugBank.d308.s0|65-73|hydrazine|drug
DDI-DrugBank.d308.s0|185-196|barbiturates|group
DDI-DrugBank.d308.s1|15-48|central nervous system depressants|group
DDI-DrugBank.d515.s0|102-115|anticoagulants|group
DDI-DrugBank.d515.s0|120-136|antifungal agents|group
DDI-DrugBank.d515.s0|150-163|anticoagulants|group
DDI-DrugBank.d515.s0|168-184|antifungal agents|group
DDI-DrugBank.d549.s0|94-101|iloprost|group
DDI-DrugBank.d549.s0|126-133|iloprost|group
DDI-DrugBank.d549.s0|136-145|prostigmin|brand
DDI-DrugBank.d549.s1|9-16|iloprost|group
DDI-DrugBank.d549.s1|74-85|vasodilators|group
DDI-DrugBank.d549.s1|91-113|antihypertensive agents|group
DDI-DrugBank.d549.s2|6-13|iloprost|group
DDI-DrugBank.d549.s2|135-148|anticoagulants|group
DDI-DrugBank.d549.s3|24-31|iloprost|group
DDI-DrugBank.d549.s3|60-73|anticoagulants|group
DDI-DrugBank.d549.s3|76-84|diuretics|group
DDI-DrugBank.d549.s3|87-104|cardiac glycosides|group
DDI-DrugBank.d549.s3|107-130|calcium channel blockers|group
DDI-DrugBank.d549.s3|133-139|aspirin|brand
DDI-DrugBank.d549.s3|142-151|analgesics|brand
DDI-DrugBank.d549.s3|154-165|antipyretics|group
DDI-DrugBank.d549.s3|168-198|nonsteroidal antiinflammatories|group
DDI-DrugBank.d549.s3|201-215|corticosteroids|group
DDI-DrugBank.d549.s4|24-31|iloprost|group
DDI-DrugBank.d549.s6|71-78|iloprost|group
DDI-DrugBank.d549.s6|136-139|drug|group
DDI-DrugBank.d97.s0|57-62|CYP3A4|group
DDI-DrugBank.d97.s3|138-146|indinavir|group
DDI-DrugBank.d97.s7|0-3|Drug|drug
DDI-DrugBank.d97.s7|5-9|Group|group
DDI-DrugBank.d97.s7|11-15|Brand|brand
DDI-DrugBank.d97.s7|17-20|Drug|drug_n
DDI-DrugBank.d97.s8|17-26|amiodarone|group
DDI-DrugBank.d97.s10|19-35|dihydroergotamine|group
DDI-DrugBank.d97.s10|38-47|ergonovine|group
DDI-DrugBank.d97.s10|50-59|ergotamine|group
DDI-DrugBank.d97.s10|62-77|methylergonovine|group
DDI-DrugBank.d97.s12|0-8|midazolam|drug
DDI-DrugBank.d97.s12|11-19|triazolam|drug
DDI-DrugBank.d97.s13|0-12|contradiction|drug
DDI-DrugBank.d97.s14|20-28|cisapride|group
DDI-DrugBank.d97.s16|13-20|pimozide|group
DDI-DrugBank.d97.s17|0-14|contraindicated|drug
DDI-DrugBank.d97.s18|17-31|St. John's wort|group
DDI-DrugBank.d97.s19|66-81|antiviral agents|group
DDI-DrugBank.d97.s19|102-120|protease inhibitors|group
DDI-DrugBank.d97.s20|19-26|rifampin|group
DDI-DrugBank.d97.s21|66-73|Crixivan|group
DDI-DrugBank.d97.s22|30-39|lovastatin|group
DDI-DrugBank.d97.s22|42-52|simvastatin|group
DDI-DrugBank.d97.s25|5-12|Crixivan|drug
DDI-DrugBank.d97.s25|18-27|atazanavir|drug
DDI-DrugBank.d97.s25|61-74|anticoagulants|group
DDI-DrugBank.d97.s25|80-96|antifungal agents|group
DDI-DrugBank.d97.s25|116-132|clostridium toxin|drug_n
DDI-DrugBank.d97.s25|154-167|anticoagulants|group
DDI-DrugBank.d97.s25|173-189|antifungal agents|group
DDI-DrugBank.d97.s25|209-214|heroin|drug_n
DDI-DrugBank.d97.s25|236-249|anticoagulants|group
DDI-DrugBank.d97.s25|255-271|antifungal agents|group
DDI-DrugBank.d97.s25|291-298|Crixivan|drug
DDI-DrugBank.d97.s25|332-345|anticoagulants|group
DDI-DrugBank.d97.s25|351-367|antifungal agents|group
DDI-DrugBank.d97.s25|387-403|clostridium toxin|drug_n
DDI-DrugBank.d97.s25|425-438|anticoagulants|group
DDI-DrugBank.d97.s25|444-460|antifungal agents|group
DDI-DrugBank.d97.s25|519-532|anticoagulants|group
DDI-DrugBank.d97.s25|538-554|antifungal agents|group
DDI-DrugBank.d97.s26|22-36| anticoagulants|group
DDI-DrugBank.d97.s26|42-59| antifungal agents|group
DDI-DrugBank.d97.s32|30-39|zidovudine|drug
DDI-DrugBank.d97.s32|42-51|lamivudine|drug
DDI-DrugBank.d97.s32|54-62|efavirenz|drug
DDI-DrugBank.d97.s32|65-73|tenofovir|drug
DDI-DrugBank.d97.s32|76-88|emtricitabine|drug
DDI-DrugBank.d97.s32|91-99|ritonavir|drug
DDI-DrugBank.d97.s32|102-111|amprenavir|drug
DDI-DrugBank.d97.s32|114-122|lopinavir|drug
DDI-DrugBank.d97.s32|125-133|ritonavir|drug
DDI-DrugBank.d97.s32|136-144|efavirenz|drug
DDI-DrugBank.d97.s32|147-156|nevirapine|drug
DDI-DrugBank.d97.s32|159-169|delavirdine|drug
DDI-DrugBank.d97.s32|172-180|efavirenz|drug
DDI-DrugBank.d97.s32|183-192|lamivudine|drug
DDI-DrugBank.d97.s32|195-204|zidovudine|drug
DDI-DrugBank.d97.s32|207-216|lamivudine|drug
DDI-DrugBank.d97.s32|219-227|efavirenz|drug
DDI-DrugBank.d97.s32|230-239|lamivudine|drug
DDI-DrugBank.d97.s32|242-251|zidovudine|drug
DDI-DrugBank.d97.s32|254-263|lamivudine|drug
DDI-DrugBank.d97.s32|266-274|efavirenz|drug
DDI-DrugBank.d97.s32|277-286|lamivudine|drug
DDI-DrugBank.d97.s32|289-297|efavirenz|drug
DDI-DrugBank.d97.s32|300-309|lamivudine|drug
DDI-DrugBank.d97.s33|0-10|Delavirdine|drug
DDI-DrugBank.d97.s34|0-8|indinavir|drug
DDI-DrugBank.d97.s35|18-25|Crixivan|group
DDI-DrugBank.d97.s35|84-94|delavirdine|brand
DDI-DrugBank.d97.s38|0-8|efavirenz|drug
DDI-DrugBank.d97.s39|0-8|indinavir|drug
DDI-DrugBank.d97.s40|20-28|indinavir|group
DDI-DrugBank.d97.s40|62-70|efavirenz|brand
DDI-DrugBank.d97.s43|0-8|indinavir|drug
DDI-DrugBank.d97.s46|0-8|indinavir|drug
DDI-DrugBank.d97.s47|61-70|nevirapine|group
DDI-DrugBank.d97.s50|0-8|indinavir|drug
DDI-DrugBank.d97.s50|26-34|ritonavir|drug
DDI-DrugBank.d97.s52|126-134|indinavir|drug
DDI-DrugBank.d97.s52|156-164|ritonavir|drug
DDI-DrugBank.d97.s54|0-9|saquinavir|drug
DDI-DrugBank.d97.s57|17-24|bepridil|group
DDI-DrugBank.d97.s57|27-35|lidocaine|drug
DDI-DrugBank.d97.s57|52-60|quinidine|group
DDI-DrugBank.d97.s59|81-94|anticoagulants|group
DDI-DrugBank.d97.s60|17-29|carbamazepine|group
DDI-DrugBank.d97.s60|32-44|phenobarbital|group
DDI-DrugBank.d97.s60|47-55|phenytoin|group
DDI-DrugBank.d97.s61|0-8|indinavir|drug
DDI-DrugBank.d97.s63|47-55|indinavir|group
DDI-DrugBank.d97.s64|33-42|felodipine|brand
DDI-DrugBank.d97.s64|45-55| nifedipine|group
DDI-DrugBank.d97.s64|58-69| nicardipine|group
DDI-DrugBank.d97.s67|0-13|Clarithromycin|drug
DDI-DrugBank.d97.s68|0-13|clarithromycin|drug
DDI-DrugBank.d97.s68|31-39|indinavir|drug
DDI-DrugBank.d97.s71|0-11|atorvastatin|drug
DDI-DrugBank.d97.s72|28-39|atorvastatin|group
DDI-DrugBank.d97.s72|78-89|atorvastatin|drug
DDI-DrugBank.d97.s72|211-222|atorvastatin|drug
DDI-DrugBank.d97.s72|261-272|atorvastatin|group
DDI-DrugBank.d97.s72|311-322|atorvastatin|drug
DDI-DrugBank.d97.s72|436-447|atorvastatin|group
DDI-DrugBank.d97.s72|486-497|atorvastatin|drug
DDI-DrugBank.d97.s72|619-630|atorvastatin|drug
DDI-DrugBank.d97.s72|669-680|atorvastatin|group
DDI-DrugBank.d97.s72|719-730|atorvastatin|drug
DDI-DrugBank.d97.s72|769-780|atorvastatin|group
DDI-DrugBank.d97.s73|20-31|cyclosporine|group
DDI-DrugBank.d97.s73|34-43|tacrolimus|group
DDI-DrugBank.d97.s73|46-54|sirolimus|group
DDI-DrugBank.d97.s75|42-55|anticoagulants|group
DDI-DrugBank.d97.s75|80-96|antifungal agents|group
DDI-DrugBank.d97.s75|116-123|Crixivan|brand
DDI-DrugBank.d97.s75|149-164|Aspergilus toxin|brand
DDI-DrugBank.d97.s75|190-195|heroin|brand
DDI-DrugBank.d97.s75|221-231|amphetamine|brand
DDI-DrugBank.d97.s75|257-267|amphetamine|brand
DDI-DrugBank.d97.s75|293-303|amphetamine|brand
DDI-DrugBank.d97.s75|329-339|amphetamine|brand
DDI-DrugBank.d97.s75|365-375|amphetamine|brand
DDI-DrugBank.d97.s75|401-411|amphetamine|brand
DDI-DrugBank.d97.s75|437-447|amphetamine|brand
DDI-DrugBank.d97.s75|473-483|amphetamine|brand
DDI-DrugBank.d97.s75|509-519|amphetamine|brand
DDI-DrugBank.d97.s75|545-555|amphetamine|brand
DDI-DrugBank.d97.s75|581-591|amphetamine|brand
DDI-DrugBank.d97.s75|617-627|amphetamine|brand
DDI-DrugBank.d97.s75|653-663|amphetamine|brand
DDI-DrugBank.d97.s77|0-8|indinavir|drug
DDI-DrugBank.d97.s78|18-34|antifungal agents|group
DDI-DrugBank.d97.s78|94-110|antifungal agents|group
DDI-DrugBank.d97.s80|0-8|indinavir|drug
DDI-DrugBank.d97.s81|18-31|anticoagulants|group
DDI-DrugBank.d97.s83|0-8|indinavir|drug
DDI-DrugBank.d97.s83|26-34|rifabutin|group
DDI-DrugBank.d97.s84|18-26|rifabutin|group
DDI-DrugBank.d97.s84|77-85|Crixivian|brand
DDI-DrugBank.d97.s84|157-165|rifabutin|group
DDI-DrugBank.d97.s84|171-179|Crixivian|brand
DDI-DrugBank.d97.s88|0-9| Tadalafil|drug
DDI-DrugBank.d97.s93|96-125|phosphodiesterase 5 inhibitors|group
DDI-DrugBank.d97.s93|136-142|Stendra|brand
DDI-DrugBank.d97.s93|193-206|anticoagulants|group
DDI-DrugBank.d97.s93|209-225|antifungal agents|group
DDI-DrugBank.d97.s93|228-242|antidepressants|group
DDI-DrugBank.d97.s93|245-261|antifungal agents|group
DDI-DrugBank.d97.s93|264-280|antifungal agents|group
DDI-DrugBank.d97.s93|283-299|antifungal agents|group
DDI-DrugBank.d97.s93|302-318|antifungal agents|group
DDI-DrugBank.d97.s93|321-337|antifungal agents|group
DDI-DrugBank.d97.s93|340-356|antifungal agents|group
DDI-DrugBank.d97.s93|359-375|antifungal agents|group
DDI-DrugBank.d97.s93|378-394|antifungal agents|group
DDI-DrugBank.d97.s93|397-413|antifungal agents|group
DDI-DrugBank.d97.s93|416-432|antifungal agents|group
DDI-DrugBank.d97.s93|435-451|antifungal agents|group
DDI-DrugBank.d97.s93|454-470|antifungal agents|group
DDI-DrugBank.d97.s93|473-489|antifungal agents|group
DDI-DrugBank.d97.s93|492-508|antifungal agents|group
DDI-DrugBank.d97.s93|511-527|antifungal agents|group
DDI-DrugBank.d97.s93|530-546|antifungal agents|group
DDI-DrugBank.d97.s94|6-22|hemostatic agents|group
DDI-DrugBank.d97.s94|103-110|thrombin|drug
DDI-DrugBank.d97.s94|116-146|platelet glycoprotein inhibitor|drug
DDI-DrugBank.d97.s94|246-252|triptan|drug
DDI-DrugBank.d97.s94|344-354|sumatriptan|drug
DDI-DrugBank.d97.s94|426-435|anesthetic|drug_n
DDI-DrugBank.d97.s94|596-602|arsenic|drug
DDI-DrugBank.d97.s94|752-757|heroin|drug
DDI-DrugBank.d97.s96|9-22|anticoagulants|group
DDI-DrugBank.d97.s96|28-44|antifungal agents|group
DDI-DrugBank.d97.s96|117-123|heparin|drug
DDI-DrugBank.d97.s96|189-199|fluconazole|drug
DDI-DrugBank.d433.s0|60-64|Rebif|group
DDI-DrugBank.d433.s1|104-108|Rebif|group
DDI-DrugBank.d433.s2|65-69|Rebif|group
DDI-DrugBank.d433.s2|213-217|Rebif|brand
DDI-DrugBank.d227.s1|4-11|clinical|drug
DDI-DrugBank.d465.s0|28-47|isosorbide dinitrate|group
DDI-DrugBank.d163.s0|11-178|Because of the relationship of Accutane to vitamin A, patients should be advised against taking vitamin supplements containing vitamin A to avoid additive toxic effects|group
DDI-DrugBank.d163.s2|42-49|Accutane|group
DDI-DrugBank.d163.s2|55-67|tetracyclines|group
DDI-DrugBank.d163.s2|95-102|Accutane|group
DDI-DrugBank.d163.s2|252-264|tetracyclines|group
DDI-DrugBank.d163.s4|12-36|progesterone preparations|group
DDI-DrugBank.d163.s7|88-95|accutane|group
DDI-DrugBank.d163.s10|11-18|Accutane|group
DDI-DrugBank.d163.s10|72-80|phenytoin|drug
DDI-DrugBank.d163.s14|56-69|anticoagulants|group
DDI-DrugBank.d163.s18|56-69|anticoagulants|group
DDI-DrugBank.d163.s22|32-46|female patients|group
DDI-DrugBank.d163.s22|51-62|childbearing|group
DDI-DrugBank.d163.s22|209-216|Accutane|group
DDI-DrugBank.d163.s23|114-121|Accutane|group
DDI-DrugBank.d163.s26|14-19|toxins|group
DDI-DrugBank.d163.s26|24-34|anphetamine|group
DDI-DrugBank.d163.s26|42-58|clostridium toxin|group
DDI-DrugBank.d163.s26|109-113|toxin|group
DDI-DrugBank.d163.s26|118-128|anphetamine|group
DDI-DrugBank.d163.s26|196-200|toxin|group
DDI-DrugBank.d163.s26|325-329|toxin|group
DDI-DrugBank.d163.s26|477-482|toxins|group
DDI-DrugBank.d163.s26|537-541|toxin|group
DDI-DrugBank.d163.s31|108-115|Accutane|group
DDI-DrugBank.d163.s32|59-66|Accutane|group
DDI-DrugBank.d163.s36|9-16|Accutane|group
DDI-DrugBank.d163.s36|107-114|Accutane|group
DDI-DrugBank.d163.s39|0-7|Accutane|drug
DDI-DrugBank.d163.s41|46-59|rhabdomyolysis|group
DDI-DrugBank.d163.s42|102-128|transient elevations in CPK|group
DDI-DrugBank.d163.s44|12-16|toxin|group
DDI-DrugBank.d81.s1|103-112|isradipine|group
DDI-DrugBank.d81.s1|118-136|hydrochlorothiazide|drug
DDI-DrugBank.d81.s1|192-210|hydrochlorothiazide|drug
DDI-DrugBank.d81.s2|49-58|isradipine|group
DDI-DrugBank.d81.s2|72-90|hydrochlorothiazide|group
DDI-DrugBank.d81.s2|154-163|isradipine|group
DDI-DrugBank.d81.s3|78-88|propranolol|group
DDI-DrugBank.d81.s3|152-161|isradipine|group
DDI-DrugBank.d81.s5|39-48|isradipine|drug
DDI-DrugBank.d81.s5|67-76|isradipine|drug
DDI-DrugBank.d81.s6|104-114|propranolol|group
DDI-DrugBank.d81.s6|176-185|isradipine|group
DDI-DrugBank.d81.s6|224-234|propranolol|group
DDI-DrugBank.d81.s6|249-259|propranolol|group
DDI-DrugBank.d81.s6|298-307|isradipine|group
DDI-DrugBank.d81.s7|67-88|anticholinergic agents|group
DDI-DrugBank.d81.s7|174-197|calcium channel blockers|group
DDI-DrugBank.d81.s7|205-214|isradipine|drug
DDI-DrugBank.d81.s7|256-265|isradipine|drug
DDI-DrugBank.d81.s9|66-75|rifampicin|group
DDI-DrugBank.d81.s10|3-12|rifampicin|drug
DDI-DrugBank.d81.s10|35-44|isradipine|drug
DDI-DrugBank.d81.s10|197-206|isradipine|drug
DDI-DrugBank.d81.s12|8-15|warfarin|drug
DDI-DrugBank.d81.s12|21-30|isradipine|drug
DDI-DrugBank.d81.s12|109-112|drug|drug
DDI-DrugBank.d95.s0|69-79|cyclosporin|group
DDI-DrugBank.d95.s1|12-19|arginine|group
DDI-DrugBank.d95.s1|52-60|ibuprofen|drug
DDI-DrugBank.d95.s2|0-15|organic nitrates|drug
DDI-DrugBank.d95.s2|19-40|L-arginine supplements|group
DDI-DrugBank.d95.s2|86-101|organic nitrates|drug
DDI-DrugBank.d41.s1|56-66|leflunomide|group
DDI-DrugBank.d41.s2|35-45|leflunomide|group
DDI-DrugBank.d41.s4|53-63|leflunomide|drug
DDI-DrugBank.d41.s4|96-106|leflunomide|drug
DDI-DrugBank.d41.s7|53-59|Roegnik|group
DDI-DrugBank.d41.s7|73-79|Roegnik|group
DDI-DrugBank.d41.s11|48-61|anticoagulants|group
DDI-DrugBank.d41.s12|112-122|tolbutamide|group
DDI-DrugBank.d41.s12|224-234|tolbutamide|drug
DDI-DrugBank.d41.s12|336-346|tolbutamide|group
DDI-DrugBank.d41.s12|585-595|tolbutamide|group
DDI-DrugBank.d41.s15|29-34|araava|group
DDI-DrugBank.d41.s15|149-154|araava|group
DDI-DrugBank.d41.s15|160-167|rifampin|group
DDI-DrugBank.d252.s0|9-15|betagan|group
DDI-DrugBank.d252.s0|117-123|betagan|group
DDI-DrugBank.d252.s1|55-66|beta-blocker|group
DDI-DrugBank.d252.s1|240-250|bradycardia|group
DDI-DrugBank.d252.s2|19-49|beta-adrenergic blocking agents|group
DDI-DrugBank.d252.s2|89-107|calcium antagonists|group
DDI-DrugBank.d252.s4|23-53|beta-adrenergic blocking agents|group
DDI-DrugBank.d252.s4|60-68|digitalis|group
DDI-DrugBank.d252.s4|74-92|calcium antagonists|group
DDI-DrugBank.d320.s1|26-35|metabolism|group
DDI-DrugBank.d320.s3|156-164|phenytoin|group
DDI-DrugBank.d320.s3|167-179|phenobarbital|group
DDI-DrugBank.d320.s3|182-189|rifampin|brand
DDI-DrugBank.d320.s3|278-288|fluconazole|group
DDI-DrugBank.d320.s3|291-302|voriconazole|group
DDI-DrugBank.d320.s3|305-314|ampicillin|group
DDI-DrugBank.d320.s3|317-328|erythromycin|group
DDI-DrugBank.d320.s3|331-347|clostridium toxin|group
DDI-DrugBank.d320.s3|350-364|lipid emulsions|group
DDI-DrugBank.d320.s3|367-377|anesthetics|group
DDI-DrugBank.d320.s3|380-393|anticoagulants|group
DDI-DrugBank.d320.s3|396-412|antifungal agents|group
DDI-DrugBank.d320.s3|415-429|antidepressants|group
DDI-DrugBank.d320.s3|432-448|antifungal agents|group
DDI-DrugBank.d320.s3|451-467|antifungal agents|group
DDI-DrugBank.d320.s3|470-486|antifungal agents|group
DDI-DrugBank.d320.s3|489-505|antifungal agents|group
DDI-DrugBank.d320.s3|508-524|antifungal agents|group
DDI-DrugBank.d320.s3|527-543|antifungal agents|group
DDI-DrugBank.d320.s4|34-42|ritanovir|group
DDI-DrugBank.d320.s5|0-39|macrolide antibiotics e.g., erythromycin|group
DDI-DrugBank.d320.s6|0-26|calcium channel antagonists|drug
DDI-DrugBank.d320.s6|34-42|verapamil|drug
DDI-DrugBank.d320.s6|45-58|anticoagulants|group
DDI-DrugBank.d320.s6|64-80|antifungal agents|group
DDI-DrugBank.d320.s6|127-132|heroin|drug
DDI-DrugBank.d320.s7|40-54|levobupivacaine|group
DDI-DrugBank.d320.s7|90-106|CYP3A4 inhibitors|group
DDI-DrugBank.d320.s7|112-128|CYP1A2 inhibitors|group
DDI-DrugBank.d320.s7|142-156|levobupivacaine|group
DDI-DrugBank.d454.s0|64-75|barbiturates|group
DDI-DrugBank.d454.s2|38-51|anticoagulants|group
DDI-DrugBank.d454.s2|57-73|antifungal agents|group
DDI-DrugBank.d454.s2|112-127|antihypertensive|group
DDI-DrugBank.d454.s4|72-81|lofexidine|group
DDI-DrugBank.d30.s0|98-115|thiazide diuretics|group
DDI-DrugBank.d30.s0|118-124|digoxin|drug
DDI-DrugBank.d30.s0|127-140|anticoagulants|group
DDI-DrugBank.d30.s0|143-159|antifungal agents|group
DDI-DrugBank.d30.s0|162-175|anticoagulants|group
DDI-DrugBank.d30.s0|178-194|antifungal agents|group
DDI-DrugBank.d30.s0|197-210|anticoagulants|group
DDI-DrugBank.d30.s0|213-229|antifungal agents|group
DDI-DrugBank.d30.s0|232-245|anticoagulants|group
DDI-DrugBank.d30.s0|248-264|antifungal agents|group
DDI-DrugBank.d30.s0|267-280|anticoagulants|group
DDI-DrugBank.d30.s0|283-299|antifungal agents|group
DDI-DrugBank.d30.s0|302-315|anticoagulants|group
DDI-DrugBank.d30.s0|318-334|antifungal agents|group
DDI-DrugBank.d30.s0|337-350|anticoagulants|group
DDI-DrugBank.d30.s0|353-369|antifungal agents|group
DDI-DrugBank.d30.s0|372-385|anticoagulants|group
DDI-DrugBank.d30.s0|388-404|antifungal agents|group
DDI-DrugBank.d30.s0|407-420|anticoagulants|group
DDI-DrugBank.d30.s0|423-439|antifungal agents|group
DDI-DrugBank.d30.s0|442-455|anticoagulants|group
DDI-DrugBank.d30.s0|458-474|antifungal agents|group
DDI-DrugBank.d30.s1|73-80|losartan|group
DDI-DrugBank.d30.s4|29-31|2C9|group
DDI-DrugBank.d30.s4|90-97|losartan|brand
DDI-DrugBank.d30.s5|55-62|losartan|group
DDI-DrugBank.d30.s6|31-38|losartan|group
DDI-DrugBank.d30.s7|42-49|losartan|group
DDI-DrugBank.d30.s9|70-77|losartan|group
DDI-DrugBank.d30.s9|138-149|indomethacin|group
DDI-DrugBank.d530.s0|61-78|phenelzine sulfate|group
DDI-DrugBank.d530.s0|81-103|tranylcypromine sulfate|group
DDI-DrugBank.d530.s0|109-121|pargyline HC1|group
DDI-DrugBank.d530.s1|19-31|phenylalanine|group
DDI-DrugBank.d530.s1|55-64|inhibitors|group
DDI-DrugBank.d530.s2|13-22|selegiline|group
DDI-DrugBank.d530.s2|26-40|L-phenylalanine|drug_n
DDI-DrugBank.d530.s2|74-83|selegiline|group
DDI-DrugBank.d530.s3|93-111| neuroleptic drugs |group
DDI-DrugBank.d746.s0|0-6|aramine|drug
DDI-DrugBank.d746.s0|86-94|digitalis|drug
DDI-DrugBank.d746.s0|100-119|symphomimetic amines|group
DDI-DrugBank.d746.s2|71-84|anticoagulants|group
DDI-DrugBank.d756.s0|0-14|levomepromazine|drug
DDI-DrugBank.d756.s1|17-24|tramadol|group
DDI-DrugBank.d756.s2|63-77|levomepromazine|group
DDI-DrugBank.d756.s2|93-107|benzodiazepines|group
DDI-DrugBank.d756.s2|112-123|barbiturates|group
DDI-DrugBank.d756.s4|39-53|levomepromazine|drug
DDI-DrugBank.d756.s4|82-86|drugs|group
DDI-DrugBank.d756.s4|99-113|antidepressants|group
DDI-DrugBank.d756.s5|24-38|levomepromazine|group
DDI-DrugBank.d756.s7|101-115|levomepromazine|group
DDI-DrugBank.d756.s9|11-13|tea|group
DDI-DrugBank.d756.s9|73-87|levomepromazine|drug
DDI-DrugBank.d756.s11|74-86|levepromazine|group
DDI-DrugBank.d736.s0|107-115|digitalis|group
DDI-DrugBank.d736.s2|0-6|insulin|drug
DDI-DrugBank.d736.s3|50-63|norepinephrine|group
DDI-DrugBank.d736.s4|67-80|anticoagulants|group
DDI-DrugBank.d736.s5|50-63|anticoagulants|group
DDI-DrugBank.d736.s5|69-85|antifungal agents|group
DDI-DrugBank.d736.s5|132-143|tubocurarine|group
DDI-DrugBank.d706.s0|37-45|reserpine|drug
DDI-DrugBank.d706.s1|22-41|metoprolol succinate|group
DDI-DrugBank.d706.s1|50-71|catecholamine depletor|drug_n
DDI-DrugBank.d715.s1|18-23|DEMSER|group
DDI-DrugBank.d640.s0|11-123|Excessive reductions in blood pressure may occur in patients on diuretic therapy when ACE inhibitors are started.|group
DDI-DrugBank.d640.s1|44-50|UNIVASC|group
DDI-DrugBank.d640.s1|196-202|UNIVASC|group
DDI-DrugBank.d640.s2|55-61|UNIVASC|group
DDI-DrugBank.d640.s3|7-33|potassium-sparing diuretics|group
DDI-DrugBank.d640.s3|36-49|spironolactone|group
DDI-DrugBank.d640.s3|52-62|triamterene|group
DDI-DrugBank.d640.s3|65-73|amiloride|group
DDI-DrugBank.d640.s3|79-99|potassium supplements|brand
DDI-DrugBank.d640.s6|25-31|lithium|group
DDI-DrugBank.d640.s6|56-62|lithium|group
DDI-DrugBank.d640.s6|114-142|angiotensin-converting enzyme|group
DDI-DrugBank.d640.s6|175-181|Lithium|drug
DDI-DrugBank.d640.s8|5-12|diuretic|group
DDI-DrugBank.d640.s8|40-46|lithium|group
DDI-DrugBank.d640.s9|81-87|UNIVASC|group
DDI-DrugBank.d640.s9|125-143|hydrochlorothiazide|drug
DDI-DrugBank.d640.s9|146-152|digoxin|drug
DDI-DrugBank.d640.s9|158-167|cimetidine|group
DDI-DrugBank.d580.s0|58-75|ASMANEX TWISTHALER|group
DDI-DrugBank.d580.s1|96-112|antifungal agents|group
DDI-DrugBank.d739.s0|25-29|10 mg|group
DDI-DrugBank.d739.s0|246-264|cytochrome P450 1A2|group
DDI-DrugBank.d739.s3|51-64|anticoagulants|group
DDI-DrugBank.d739.s3|69-85|antifungal agents|group
DDI-DrugBank.d739.s3|157-170|anticoagulants|group
DDI-DrugBank.d739.s4|24-34|montelukast|group
DDI-DrugBank.d739.s4|212-218|aspirin|drug
DDI-DrugBank.d739.s5|70-83|anticoagulants|group
DDI-DrugBank.d739.s5|88-104|antifungal agents|group
DDI-DrugBank.d739.s5|146-152|aspirin|group
DDI-DrugBank.d739.s5|169-179|anphetamine|group
